name,reading,meaning
雑炊,ぞうすい,飯に魚貝や野菜などを加え、醤油味や味噌味の汁で粥(かゆ)状に煮たもの。
増嵩,ぞうすう,分量・金額などがふえること。
造成,ぞうせい,意図してつくること。こしらえること。
増勢,ぞうせい,増大する勢い。
増税,ぞうぜい,税率を上げるなどして税額をますこと。
造設,ぞうせつ,設備や建物をつくること。
造説,ぞうせつ,根拠のない話。
増設,ぞうせつ,施設・設備などを、それまでのものに加えて設置すること。
雑説,ぞうせつ,種々の風説。とりとめのないうわさ。
造船,ぞうせん,船を建造すること。
増速,ぞうそく,速度を上げること。また、速度が上がること。
造替,ぞうたい,社寺などの建物をつくりかえること。
増大,ぞうだい,ふえて大きくなること。また、ふやして大きくすること。
増炭,ぞうたん,石炭の産出量をふやすこと。また、石炭の産出量がふえること。
増置,ぞうち,今よりもさらにふやして設置すること。
蔵置,ぞうち,倉庫などにしまっておくこと。
増築,ぞうちく,すでにある建物に付け加えて建築すること。建て増し。
増長,ぞうちょう,１ しだいに程度がはなはだしくなること。２ しだいに高慢になること。つけあがること。
増徴,ぞうちょう,税金などを、今までの額よりも多く徴収すること。
増訂,ぞうてい,書物の内容を増補し、不備を訂正すること。
贈呈,ぞうてい,人に物を贈ること。物を差し上げること。
造塔,ぞうとう,仏塔を建造すること。
贈答,ぞうとう,品物・詩歌などをおくったり、おくり返したりすること。
蔵匿,ぞうとく,１ 人に見つからないように隠すこと。隠匿。２ 犯人や逃走者をかくまって、捜査機関による発見を妨げること。
増派,ぞうは,すでに派遣してある人数に加えて、さらに派遣すること。
増配,ぞうはい,株式の配当や物資の配給量をふやすこと。
増発,ぞうはつ,１ 列車・バス・飛行機などの運行回数をふやすこと。２ 紙幣などの発行をふやすこと。
造反,ぞうはん,体制に逆らうこと。謀反(むほん)を起こすこと。
蔵版,ぞうはん,版木・紙型を所蔵していること。また、それで印刷した書物。
臧否,ぞうひ,よいことと悪いこと。善悪。良否。また、よしあしを批判すること。
雑肥,ぞうひ,堆肥(たいひ)・焼土など、いろいろな雑物を含んだ肥料。
雑兵,ぞうひょう,１ 身分の低い兵士。歩卒。ざっぴょう。２ 取るに足りない者。下っ端。
増便,ぞうびん,飛行機・船・バスなどの、定期便の本数を増やすこと。
臓腑,ぞうふ,五臓と六腑。はらわた。内臓。
増幅,ぞうふく,１ 振幅を大きくすること。特に、電気信号の振幅やエネルギーを増大させて出力すること。２ 物事の程度や範囲を大きくすること。
造仏,ぞうぶつ,仏像や仏具をつくること。
造物,ぞうぶつ,造物主がつくったもの。万物。自然。造化。
贓物,ぞうぶつ,犯罪によって他人の財産を侵害し、手に入れた物。盗品の類。
増分,ぞうぶん,"１ 数量としてふえた分。２ 数学で、変数の二つの値の差。関数y＝f（x）において、変数xの二つの値x1, x2に対するyの値をそれぞれy1＝f（x1）, y2＝f（x2）とするとき、x2－x1をxの増分、y2－y1をyの増分といい、Δx, Δyと表すこともある。"
造兵,ぞうへい,兵器を製造すること。
造幣,ぞうへい,貨幣を製造すること。
増兵,ぞうへい,１ 兵器を製造すること。２ 「造兵廠 (ぞうへいしょう) 」の略。
増補,ぞうほ,書物の内容に、新しいものを加え、不足を補うこと。
増俸,ぞうほう,俸給をますこと。給料をふやすこと。
造本,ぞうほん,印刷・製本・装丁などをして本をつくること。また、その技術面の設計や作業。
蔵本,ぞうほん,所蔵している書物。蔵書。
雑物,ぞうもつ,雑多なもの。こまごました財物。
臓物,ぞうもつ,内臓。特に、牛・豚・鳥・魚などのきもや、はらわた。もつ。
贈与,ぞうよ,１ 金品を人に贈ること。２ 当事者の一方が自己の財産を無償で相手方に与える意思を表示し、相手方が受諾することによって成立する契約。
草履,ぞうり,歯がなく、底が平らで、鼻緒をすげてある履物。
贓吏,ぞうり,賄賂(わいろ)をとる役人。不正な利益をむさぼる官吏。
造粒,ぞうりゅう,粉末のものを固めて粒状にすること。
増量,ぞうりょう,分量がふえること。分量をふやすこと。
造林,ぞうりん,木を植え育てて森林をつくること。
贈賄,ぞうわい,賄賂(わいろ)をおくること。
俗悪,ぞくあく,低級で下品なこと。また、そのさま。
続映,ぞくえい,映画を、期間を延長して上映すること。
俗縁,ぞくえん,世俗での縁故。特に、僧尼が出家する以前の親類・縁者。
続演,ぞくえん,芝居などを予定の期間を延長して上演すること。
俗学,ぞくがく,世間に行われている、程度の低い学問。通俗的な学問。
続柄,ぞくがら,続柄(つづきがら)の俗な言い方。
俗眼,ぞくがん,世間一般の人々のものの見方。また、低俗な見識。
属具,ぞくぐ,付属する器具。
賊軍,ぞくぐん,反逆者、特に朝廷に敵対する軍勢。
俗気,ぞくけ,俗っぽい気持ち。名誉や金銭にひかれる気持ち。
俗言,ぞくげん,１ 世間で日常的に使う言葉。卑俗な言葉。俗語。２ 世間の評判・うわさ。
俗諺,ぞくげん,世間で言われていることわざ。
続弦,ぞくげん,妻をなくした人が、再び妻をめとること。
俗語,ぞくご,１ 文章語や雅語に対して、世間で日常的に用いる言葉。口語。２ あらたまった場面では使われないような卑俗な言葉。「てめえ」「やばい」の類。スラング。３ 世間で言われていることわざ。俚諺 (りげん) 。
俗才,ぞくさい,俗事に長じた才能。
続載,ぞくさい,新聞・雑誌などに、記事などを続けて掲載すること。
粟散,ぞくさん,あわ粒をまいたように細かく散らばっていること。
俗士,ぞくし,世間並みの人。また、見識のないつまらない人。
賊子,ぞくし,１ 親不孝な子。２ 主君などに反逆する者。謀反 (むほん) 人。
俗字,ぞくじ,正字ではないが世間一般に使われている漢字。
俗耳,ぞくじ,世間の人々の耳。俗人の耳。
俗事,ぞくじ,世俗のわずらわしい事柄。日常の雑事。
俗手,ぞくしゅ,囲碁・将棋で、初心者が打ちそうな平凡な手。
俗趣,ぞくしゅ,低俗な趣味。また、俗っぽいようす。
賊首,ぞくしゅ,１ 賊のかしら。２ 賊の首。
俗儒,ぞくじゅ,見識が狭く、つまらない学者。
俗臭,ぞくしゅう,金や名誉などに執着する世俗的な雰囲気。
俗習,ぞくしゅう,世間一般のならわし。世俗の習慣。
俗衆,ぞくしゅう,１ 世間一般の人々。大衆。２ 僧侶に対して、在俗の人々。ぞくしゅ。
続出,ぞくしゅつ,同じようなことが次々と続いて出たり起こったりすること。
俗書,ぞくしょ,１ 低俗な書物。２ 気品に欠ける書風。俗筆。３ 仏典以外の書物。外典 (げてん) 。
俗称,ぞくしょう,１ 世間で通っている、正式でない呼び名。通り名。通称。２ 僧の出家前の名。俗名 (ぞくみょう) 。
俗情,ぞくじょう,１ 世俗のありさま。世間の事情や人情。２ 俗事にひかれる気持ち。名利にとらわれる心。
俗心,ぞくしん,世俗的なことにひかれる心。名利や愛憎にとらわれる心。
俗信,ぞくしん,自然現象などに対する観察・経験・解釈から起こり蓄積された知識。
族親,ぞくしん,一族。一門。親族。
賊心,ぞくしん,１ 害を加えようとする心。害心。２ 反逆しようとする心。逆心。
賊臣,ぞくしん,朝廷や主君にそむく臣下。
続伸,ぞくしん,相場が引き続いて上がること。
続審,ぞくしん,下級審の審理を基礎としながら、上級審においても新たな訴訟資料の提出を認めて事件の審理を続行して判決をすること。
俗人,ぞくじん,世俗の名利などにとらわれている人。風流を解さない教養の低い人。
俗塵,ぞくじん,浮世のちり。俗世間の煩わしい事柄。
族人,ぞくじん,一族の人々。一門の人。
属人,ぞくじん,その人に属すること。法律などで、人を基本として考えること。
俗世,ぞくせい,世の中。俗世間。ぞくせ。
族制,ぞくせい,家族・氏族などのように、集団が血縁関係をもとにして組織されている制度。
属性,ぞくせい,１ ある事物に属する性質・特徴。２ 哲学で、事物が本来具有する根本的性質。それなしには実体が考えられないような本質的な性質。３ コンピューターで、ファイルのもつ性質。また、表示・印刷などの際に設定する特性。アトリビュート。
